framework_code,version,control_number,domain,title_en,title_ar,requirement_en,requirement_ar,control_type,maturity_level,implementation_guidance_en,evidence_requirements,mapping_iso27001,mapping_nist,status,source_file
NCA-ECC,v2.0,4.2.2,user,Privilege Management,إدارة الصلاحيات,Control granting and managing privileged access,التحكم في منح وإدارة الصلاحيات الخاصة,preventive,4,Restrict privileged access. Require additional approval. Use separate admin accounts. Monitor privileged activities.,Privileged access policy|Admin accounts|Approval records|Monitoring logs,A.9.2,PR.AC-4,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,4.2.1,user,User Registration,تسجيل المستخدمين,Implement formal user registration procedures,تطبيق إجراءات تسجيل المستخدمين الرسمية,preventive,3,Require manager approval for access. Verify identity. Assign unique user IDs. Document registrations.,Registration procedure|Approval forms|User creation logs,A.9.2,PR.AC-1,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,4.1.3,access,Access Review,مراجعة الصلاحيات,Review access privileges periodically,مراجعة صلاحيات الوصول بشكل دوري,detective,3,Conduct quarterly access reviews. Verify appropriateness. Revoke unnecessary access. Document reviews.,Review schedule|Access review reports|Revocation logs,A.9.2,PR.AC-4,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,4.1.2,access,Need-to-Know Access,الوصول بناءً على الحاجة,Grant access based on business need-to-know only,منح الوصول بناءً على الحاجة للعمل فقط,preventive,3,Implement least privilege principle. Grant minimum necessary access. Require business justification.,Access requests|Justifications|Approval records,A.9.2,PR.AC-4,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,4.1.1,access,Access Control Policy,سياسة التحكم في الوصول,Establish and enforce access control policy,وضع وتطبيق سياسة التحكم في الوصول,preventive,2,Define access control policy. Cover authentication authorization privileges. Align with business needs.,Access control policy|Implementation evidence|Enforcement logs,A.9.1,PR.AC-1,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,3.3.2,hr,Change of Responsibilities,تغيير المسؤوليات,Update access upon change of responsibilities,تحديث الوصول عند تغيير المسؤوليات,corrective,3,Review access when role changes. Grant new permissions. Revoke old permissions. Follow approval process.,Access change requests|Approvals|Update logs,A.6.3|A.9.2,PR.AC-4,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,3.3.1,hr,Termination Procedures,إجراءات إنهاء العمل,Implement access termination procedures upon employment end,تطبيق إجراءات إنهاء الوصول عند انتهاء العمل,corrective,3,Revoke all access immediately upon termination. Collect assets. Disable accounts. Document process.,Termination checklist|Access revocation logs|Asset return receipts,A.6.4,PR.IP-3,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,3.2.3,training,Periodic Updates,التحديث الدوري,Update security training periodically,تحديث التدريب الأمني بشكل دوري,preventive,2,Refresh security awareness annually. Provide updates on new threats and policies. Track participation.,Update schedule|Refresher training records|Participation logs,A.6.3,PR.AT-1,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,3.2.2,training,Specialized Training,التدريب المتخصص,Provide specialized training for security roles,توفير تدريب متخصص للأدوار الأمنية,preventive,3,Train security team on technical skills threat intelligence incident response. Maintain certifications.,Training records|Certifications|Specialized course completion,A.6.3,PR.AT-2,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,3.2.1,training,Security Awareness,التوعية الأمنية,Provide security awareness training to all personnel,توفير تدريب التوعية الأمنية لجميع الموظفين,preventive,2,Conduct annual security awareness training. Cover policies phishing passwords incidents. Track completion.,Training program|Attendance records|Completion certificates|Training materials,A.6.3,PR.AT-1,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,3.1.3,hr,Terms and Conditions,الشروط والأحكام,Define information security responsibilities in employment contracts,تحديد مسؤوليات أمن المعلومات في عقود التوظيف,preventive,2,Include security responsibilities in contracts. Cover acceptable use confidentiality incident reporting.,Contract templates|Security clauses|Signed contracts,A.6.1,PR.IP-11,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,3.1.2,hr,Confidentiality Agreements,الاتفاقيات,Sign confidentiality and non-disclosure agreements,توقيع اتفاقيات السرية وعدم الإفصاح,preventive,2,Require employees and contractors to sign NDAs. Cover confidentiality acceptable use. Obtain before access.,Signed NDAs|Agreement templates|Signature records,A.6.1,PR.IP-11,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,3.1.1,hr,Background Screening,فحص الخلفية,Conduct background screening before employment,إجراء فحص خلفية للموظفين قبل التوظيف,preventive,3,Screen candidates: criminal check employment verification education. Document results. Repeat for sensitive roles.,Screening policy|Verification records|Consent forms,A.6.1,PR.IP-11,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,1.3.2,compliance,Compliance Review,مراجعة الامتثال,Review compliance with requirements periodically,مراجعة الامتثال للمتطلبات دورياً,detective,3,Conduct annual compliance audits. Verify controls meet requirements. Document gaps. Remediate issues.,Audit reports|Compliance checklist|Gap analysis|Remediation plans,A.18.2,DE.CM-1,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,1.3.3,compliance,Intellectual Property,الملكية الفكرية,Protect intellectual property rights,حماية حقوق الملكية الفكرية,preventive,2,Use licensed software only. Maintain license inventory. Prohibit piracy. Conduct software audits.,Software inventory|License certificates|Audit results,A.18.1,PR.IP-1,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,1.3.4,compliance,Personal Data Protection,حماية البيانات الشخصية,Comply with personal data protection requirements,الامتثال لمتطلبات حماية البيانات الشخصية,preventive,4,Implement PDPL controls. Obtain consent. Protect personal data. Respond to data subject rights.,PDPL compliance evidence|Consent records|Privacy policy,A.18.1,PR.IP-2,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,1.3.5,compliance,Records Protection,حماية السجلات,Protect records from loss damage and forgery,حماية السجلات من الفقدان والتلف والتزوير,preventive,3,Implement records management. Store securely. Control access. Maintain integrity. Enable retrieval.,Records management policy|Storage controls|Access logs,A.12.3,PR.DS-6,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,2.1.1,asset,Asset Inventory,جرد الأصول,Create and maintain comprehensive information asset inventory,إنشاء والاحتفاظ بجرد شامل لأصول المعلومات,preventive,2,Identify all information assets. Document owner classification location. Update regularly. Review quarterly.,Asset register|Asset classification|Ownership records,A.8.1,ID.AM-1,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,2.1.2,asset,Asset Ownership,ملكية الأصول,Define owner for each information asset,تحديد مالك لكل أصل معلومات,preventive,2,Assign asset owners. Document responsibilities. Obtain owner acceptance. Update upon personnel changes.,Ownership matrix|Acceptance records|Update logs,A.8.2,ID.AM-2,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,4.4.1,network,Network Access Control,التحكم في الوصول الشبكي,Control access to networks,التحكم في الوصول إلى الشبكات,preventive,3,Implement network segmentation. Use VLANs firewalls ACLs. Segregate zones (internet DMZ internal).,Network diagrams|VLAN configuration|Firewall rules|ACLs,A.13.1,PR.AC-5,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,2.1.3,asset,Acceptable Use,الاستخدام المقبول,Define and enforce acceptable use rules for assets,تحديد وتطبيق قواعد الاستخدام المقبول للأصول,preventive,2,Develop acceptable use policy. Cover computers email internet mobile devices. Obtain user acknowledgment.,AUP document|User acknowledgments|Enforcement evidence,A.8.1,PR.AT-1,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,2.2.1,classification,Information Classification,تصنيف المعلومات,Classify information according to sensitivity level,تصنيف المعلومات حسب مستوى الحساسية,preventive,3,Define classification scheme (Public Internal Confidential Secret). Classify all information assets.,Classification policy|Classification labels|Asset classification records,A.8.2,ID.AM-5,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,2.2.2,classification,Information Labeling,وسم المعلومات,Label information according to classification,وسم المعلومات حسب تصنيفها,preventive,3,Apply classification labels to documents systems storage. Use headers footers watermarks metadata.,Labeling procedures|Labeled samples|System configurations,A.8.2,PR.DS-5,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,2.2.3,classification,Information Handling,معالجة المعلومات,Handle information according to classification,معالجة المعلومات حسب تصنيفها,preventive,3,Define handling procedures per classification. Cover storage transmission disposal. Train users.,Handling procedures|Training records|Compliance evidence,A.8.2,PR.DS-5,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,2.3.1,media,Media Management,إدارة الوسائط,Manage removable media securely,إدارة الوسائط القابلة للإزالة بشكل آمن,preventive,3,Control use of USB drives CDs DVDs. Require encryption. Track media. Restrict unauthorized devices.,Media policy|Encryption evidence|Media register|DLP configuration,A.8.3,PR.DS-3,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,2.3.2,media,Media Disposal,التخلص من الوسائط,Securely dispose of media containing sensitive information,التخلص الآمن من الوسائط المحتوية على معلومات حساسة,corrective,3,Shred paper documents. Degauss or physically destroy electronic media. Use certified disposal services. Document.,Disposal procedures|Destruction certificates|Disposal logs,A.11.2,PR.IP-6,active,controls_nca_ecc_v2_complete.csv
NCA-ECC,v2.0,2.3.3,media,Media Transfer,نقل الوسائط,Protect media during transfer,حماية الوسائط أثناء النقل,preventive,3,Encrypt data on portable media. Use secure couriers. Track shipments. Require receipts. Use tamper-evident packaging.,Encryption policy|Courier agreements|Transfer logs|Receipts,A.13.2,PR.DS-5,active,controls_nca_ecc_v2_complete.csv
